Did Promotion Run?,In-Store Date End,In-Store Date Start,PPG,Plan Accounts,Promo type,Promotion Key,Promotion Name,Promotion Status,Promotion mechanism,Retailer,CustHierarchyNum,Manual Start Date,Manual End Date
YES,2021-10-09,2021-09-25,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000001889LIVE,"202138-202140 - 20210912 - 20211003 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Buy 3 Get 1 - Ben's RTH 5x Digital $1 off 3 - 1889, Ben's RTH 5x Digital $1 off 3 P9W2 to P9W3",130 - Finished - Evaluated,Buy 3 Get 1,KrogerSmiths,41135845,2021-09-25,2021-10-09
YES,2021-08-21,2021-08-14,BEN DRY REG PLN 5LB,SMART & FINAL (PG),Temp Price Reduction,2410200000001244LIVE,"202131-202133 - 20210804 - 20210817 - SMART & FINAL (PG) - Temp Price Reduction - Shopper In trade - No Discount - Requires Re-Approval - 1244, Back to School Digital promotion",130 - Finished - Evaluated,No Discount,SmartFinal,41136104,2021-08-14,2021-08-21
YES,2021-08-21,2021-08-14,BEN RTH 8.5-8.8Z,SMART & FINAL (PG),Temp Price Reduction,2410200000001244LIVE,"202131-202133 - 20210804 - 20210817 - SMART & FINAL (PG) - Temp Price Reduction - Shopper In trade - No Discount - Requires Re-Approval - 1244, Back to School Digital promotion",130 - Finished - Evaluated,No Discount,SmartFinal,41136104,2021-08-14,2021-08-21
YES,2021-08-21,2021-08-14,BEN RTH 8.5-8.8Z 6CT PLT,SMART & FINAL (PG),Temp Price Reduction,2410200000001244LIVE,"202131-202133 - 20210804 - 20210817 - SMART & FINAL (PG) - Temp Price Reduction - Shopper In trade - No Discount - Requires Re-Approval - 1244, Back to School Digital promotion",130 - Finished - Evaluated,No Discount,SmartFinal,41136104,2021-08-14,2021-08-21
YES,2021-11-27,2021-10-30,BEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000001295LIVE,"202143-202147 - 20211028 - 20211124 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - No Discount - 1295, Aprons Event BEN'S WG Brown RR $5000.00",130 - Finished - Evaluated,No Discount,Publix,41135850,2021-10-30,2021-11-27
YES,2022-04-30,2022-04-16,BEN RTH 8.5-8.8Z,TARGET (PG),Temp Price Reduction,2410200000001693LIVE,"202215-202217 - 20220411 - 20220425 - TARGET (PG) - Temp Price Reduction - Trade Promotion - No Discount - Requires Re-Approval - 1693, 2022 EASTER General Incentive",130 - Finished - Evaluated,No Discount,Target,41135853,2022-04-16,2022-04-30
YES,2022-04-30,2022-04-16,SOC RTH 8.5-8.8Z,TARGET (PG),Temp Price Reduction,2410200000001693LIVE,"202215-202217 - 20220411 - 20220425 - TARGET (PG) - Temp Price Reduction - Trade Promotion - No Discount - Requires Re-Approval - 1693, 2022 EASTER General Incentive",130 - Finished - Evaluated,No Discount,Target,41135853,2022-04-16,2022-04-30
YES,2023-02-04,2022-12-31,BEN RTH 8.5-8.8Z,TARGET (PG),Temp Price Reduction,2410200000002112LIVE,"202251-202252 - 20221211 - 20221231 - TARGET (PG) - Temp Price Reduction - Shopper In trade - No Discount - 2112, JBP Commitment for Mars Food for FY2022 at Target",130 - Finished - Evaluated,No Discount,Target,41135853,2022-12-31,2023-02-04
YES,2023-03-04,2023-01-28,BEN RTH 8.5-8.8Z,TARGET (PG),Temp Price Reduction,2410200000002042LIVE,"202304-202307 - 20230115 - 20230218 - TARGET (PG) - Temp Price Reduction - Trade Promotion - No Discount - 2042, 2023 Q1 Program",130 - Finished - Evaluated,No Discount,Target,41135853,2023-01-01,2023-01-28
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000002025LIVE,"202304-202307 - 20230123 - 20230218 - DELHAIZE (PG) - Temp Price Reduction - Shopper In trade - No Discount - SOC - 2025, SOC shopper",130 - Finished - Evaluated,No Discount,Hannaford,41135851,2023-01-23,2023-02-18
YES,2023-04-22,2023-04-01,BEN DRY FLVR 6-6.2Z,TARGET (PG),Temp Price Reduction,2410200000002043LIVE,"202314-202315 - 20230326 - 20230415 - TARGET (PG) - Temp Price Reduction - Trade Promotion - No Discount - Requires Re-Approval - 2043, FY2023 Easter Program",130 - Finished - Evaluated,No Discount,Target,41135853,2023-02-26,2023-04-08
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000002024LIVE,"202310-202313 - 20230309 - 20230330 - DELHAIZE (PG) - Temp Price Reduction - Shopper In trade - No Discount - Gold event - 2024, Food Lion Gold event",130 - Finished - Evaluated,No Discount,FoodLion,41135851,2023-03-09,2023-03-20
YES,2023-06-17,2023-05-27,BEN RTH 8.5-8.8Z,TARGET (PG),Temp Price Reduction,2410200000002044LIVE,"202320-202321 - 20230507 - 20230527 - TARGET (PG) - Temp Price Reduction - Trade Promotion - No Discount - Requires Re-Approval - 2044, FY2023 Q2 Display program",130 - Finished - Evaluated,No Discount,Target,41135853,2023-04-30,2023-05-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,TARGET (PG),Temp Price Reduction,2410200000002045LIVE,"202332-202335 - 20230807 - 20230902 - TARGET (PG) - Temp Price Reduction - Shopper In trade - No Discount - 2045, FY2023 BTS Shopper Mktg Program",130 - Finished - Evaluated,No Discount,Target,41135853,2023-07-30,2023-09-23
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,TARGET (PG),Temp Price Reduction,2410200000002046LIVE,"202337-202338 - 20230903 - 20230923 - TARGET (PG) - Temp Price Reduction - Trade Promotion - No Discount - 2046, Q3 Display Program",130 - Finished - Evaluated,No Discount,Target,41135853,2023-08-06,2023-09-30
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,TARGET (PG),Temp Price Reduction,2410200000002047LIVE,"202341-202345 - 20231001 - 20231111 - TARGET (PG) - Temp Price Reduction - Trade Promotion - No Discount - Requires Re-Approval - 2047, FY2023 Q4 Programs",130 - Finished - Evaluated,No Discount,Target,41135853,2023-08-27,2023-12-30
NO,2023-12-02,2023-06-03,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002026LIVE,"202301-202326 - 20230102 - 20230630 - AHOLD (PG) - Temp Price Reduction - Shopper In trade - None - 2026, Ahold 1H CSM",130 - Finished - Evaluated,None,GiantFood,41137437,null,null
NO,2023-12-02,2023-06-03,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002026LIVE,"202301-202326 - 20230102 - 20230630 - AHOLD (PG) - Temp Price Reduction - Shopper In trade - None - 2026, Ahold 1H CSM",130 - Finished - Evaluated,None,GiantMartins,41137437,null,null
NO,2023-12-02,2023-06-03,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002026LIVE,"202301-202326 - 20230102 - 20230630 - AHOLD (PG) - Temp Price Reduction - Shopper In trade - None - 2026, Ahold 1H CSM",130 - Finished - Evaluated,None,StopShop,41137437,null,null
NO,2024-06-29,2023-12-30,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002027LIVE,"202326-202352 - 20230701 - 20231230 - AHOLD (PG) - Temp Price Reduction - Shopper In trade - None - Ahold CSM 2H - 2027, Ahold 2H CSM",130 - Finished - Evaluated,None,GiantFood,41137437,null,null
NO,2024-06-29,2023-12-30,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002027LIVE,"202326-202352 - 20230701 - 20231230 - AHOLD (PG) - Temp Price Reduction - Shopper In trade - None - Ahold CSM 2H - 2027, Ahold 2H CSM",130 - Finished - Evaluated,None,GiantMartins,41137437,null,null
NO,2024-06-29,2023-12-30,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002027LIVE,"202326-202352 - 20230701 - 20231230 - AHOLD (PG) - Temp Price Reduction - Shopper In trade - None - Ahold CSM 2H - 2027, Ahold 2H CSM",130 - Finished - Evaluated,None,StopShop,41137437,null,null
NO,2025-03-01,2025-01-25,BEN RTH 8.5-8.8Z,ALB - SFWY SOUTHERN (PG),Temp Price Reduction,2410200000002379LIVE,202336-202338 - 20230827 - 20230919 - ALB - SFWY SOUTHERN (PG) - Temp Price Reduction - Shopper In trade - None - Requires Re-Approval - 2379,130 - Finished - Evaluated,None,ALBSouthern,41136074,null,null
NO,2025-03-01,2025-01-25,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000002626LIVE,"202402-202452 - 20240108 - 20241228 - DELHAIZE (PG) - Temp Price Reduction - Shopper In trade - None - 2626, 2024 My Hannaford Rewards - Digital coupon campaign",130 - Finished - Evaluated,None,Hannaford,41135851,null,null
NO,2025-05-10,2025-05-03,BEN RTH 8.5-8.8Z,WALMART (PG),Temp Price Reduction,2410200000004124LIVE,202506-202507 - 2025-02-03 00:00:00 - 2025-02-12 00:00:00 - WALMART (PG) - Temp Price Reduction - Trade Promotion - None - 4124,130 - Finished - Evaluated,None,Walmart,41135872,null,null
NO,2025-05-03,2025-04-26,SOC RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000004292LIVE,"202520-202529 - 2025-05-12 00:00:00 - 2025-06-26 17:56:56.107000 - DELHAIZE (PG) - Temp Price Reduction - Trade Promotion - None - 4292, Back charges for SOC extra OI billing",130 - Finished - Evaluated,None,Hannaford,41135851,null,null
YES,2022-01-01,2021-07-03,BEN RTH 8.5-8.8Z,MEIJER (PG),Temp Price Reduction,2410200000000980LIVE,"202126-202152 - 20210628 - 20220101 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - None - 2021 Meijer 2H HPO Programs - 980, 2021 Meijer 2H HPO Programs",130 - Finished - Evaluated,None,Meijer,41135846,2021-07-03,2022-01-01
YES,2021-09-11,2021-09-04,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000001903LIVE,"202136 - 20210829 - 20210911 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - None - 1903, Sept pick 3 $1.77 Original event closed",130 - Finished - Evaluated,None,ShopRite,41135870,2021-09-04,2021-09-11
YES,2021-12-25,2021-12-18,BEN RTH 8.5-8.8Z,ALB - SFWY SEATTLE (PG),Temp Price Reduction,2410200000001720LIVE,"202150-202151 - 20211215 - 20211221 - ALB - SFWY SEATTLE (PG) - Temp Price Reduction - Trade Promotion - None - 1720, replaces 1137 -",130 - Finished - Evaluated,None,ALBSeattle,41136067,2021-12-18,2021-12-25
YES,2022-04-02,2022-01-08,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000001275LIVE,"202201-202213 - 20220103 - 20220331 - DELHAIZE (PG) - Temp Price Reduction - Shopper In trade - None - My Hannaford Rewards, Q1, Requires Re-Approval - 1275, My Hannaford Rewards Q1",130 - Finished - Evaluated,None,Hannaford,41135851,2022-01-08,2022-04-02
YES,2022-01-22,2022-01-08,SOC RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000001280LIVE,"202201-202203 - 20220103 - 20220120 - DELHAIZE (PG) - Temp Price Reduction - Shopper In trade - None - SOC - 1280, SOC shopper",130 - Finished - Evaluated,None,Hannaford,41135851,2022-01-08,2022-01-22
YES,2022-07-02,2022-01-08,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000001418LIVE,"202201-202226 - 20220103 - 20220630 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - None - 1418, Ahold 1H CSM",130 - Finished - Evaluated,None,GiantFood,41137437,2022-01-08,2022-07-02
YES,2022-07-02,2022-01-08,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000001418LIVE,"202201-202226 - 20220103 - 20220630 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - None - 1418, Ahold 1H CSM",130 - Finished - Evaluated,None,GiantMartins,41137437,2022-01-08,2022-07-02
YES,2022-07-02,2022-01-08,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000001418LIVE,"202201-202226 - 20220103 - 20220630 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - None - 1418, Ahold 1H CSM",130 - Finished - Evaluated,None,StopShop,41137437,2022-01-08,2022-07-02
YES,2022-07-02,2022-04-02,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000001277LIVE,"202214-202226 - 20220327 - 20220630 - DELHAIZE (PG) - Temp Price Reduction - Shopper In trade - None - My Hannaford Rewards - 1277, My Hannaford Rewards Q2",130 - Finished - Evaluated,None,Hannaford,41135851,2022-04-02,2022-07-02
YES,2022-04-23,2022-04-02,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000001281LIVE,"202213-202216 - 20220328 - 20220419 - DELHAIZE (PG) - Temp Price Reduction - Shopper In trade - None - Gold event - 1281, Food Lion Gold event",130 - Finished - Evaluated,None,FoodLion,41135851,2022-04-02,2022-04-23
YES,2022-10-01,2022-07-02,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000001278LIVE,"202227-202239 - 20220626 - 20220930 - DELHAIZE (PG) - Temp Price Reduction - Shopper In trade - None - My Hannaford Rewards, Q3 - 1278, My Hannaford Rewards Q3",130 - Finished - Evaluated,None,Hannaford,41135851,2022-07-02,2022-10-01
YES,2022-12-31,2022-07-02,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000001419LIVE,"202227-202252 - 20220626 - 20221231 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - None - 2H CSM - 1419, Ahold 2H CSM",130 - Finished - Evaluated,None,GiantFood,41137437,2022-07-02,2022-12-31
YES,2022-12-31,2022-07-02,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000001419LIVE,"202227-202252 - 20220626 - 20221231 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - None - 2H CSM - 1419, Ahold 2H CSM",130 - Finished - Evaluated,None,GiantMartins,41137437,2022-07-02,2022-12-31
YES,2022-12-31,2022-07-02,BEN RTH FAM SIZE,AHOLD (PG),Temp Price Reduction,2410200000001419LIVE,"202227-202252 - 20220626 - 20221231 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - None - 2H CSM - 1419, Ahold 2H CSM",130 - Finished - Evaluated,None,GiantMartins,41137437,2022-07-02,2022-12-31
YES,2022-12-31,2022-07-02,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000001419LIVE,"202227-202252 - 20220626 - 20221231 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - None - 2H CSM - 1419, Ahold 2H CSM",130 - Finished - Evaluated,None,StopShop,41137437,2022-07-02,2022-12-31
YES,2022-12-31,2022-07-02,BEN RTH FAM SIZE,AHOLD (PG),Temp Price Reduction,2410200000001419LIVE,"202227-202252 - 20220626 - 20221231 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - None - 2H CSM - 1419, Ahold 2H CSM",130 - Finished - Evaluated,None,StopShop,41137437,2022-07-02,2022-12-31
YES,2022-08-27,2022-07-30,BEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000002307LIVE,"202230-202234 - 20220728 - 20220824 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - None - 2307, 7/28/22 APRON'S Event $5000.00",130 - Finished - Evaluated,None,Publix,41135850,2022-07-30,2022-08-27
YES,2022-12-31,2022-10-01,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000001279LIVE,"202239-202252 - 20221001 - 20221230 - DELHAIZE (PG) - Temp Price Reduction - Shopper In trade - None - My Hannaford Rewards, Q4 - 1279, My Hannaford Rewards Q4",130 - Finished - Evaluated,None,Hannaford,41135851,2022-10-01,2022-12-31
YES,2022-12-31,2022-10-01,BEN RTH FAM SIZE,DELHAIZE (PG),Temp Price Reduction,2410200000001279LIVE,"202239-202252 - 20221001 - 20221230 - DELHAIZE (PG) - Temp Price Reduction - Shopper In trade - None - My Hannaford Rewards, Q4 - 1279, My Hannaford Rewards Q4",130 - Finished - Evaluated,None,Hannaford,41135851,2022-10-01,2022-12-31
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,GIANT EAGLE (PG),Temp Price Reduction,2410200000001916LIVE,202240-202243 - 20220925 - 20221026 - GIANT EAGLE (PG) - Temp Price Reduction - Trade Promotion - None - 1916,130 - Finished - Evaluated,None,GiantEagle,41136105,2022-10-12,2022-10-23
YES,2022-12-31,2022-12-03,SOC RTH 8.5-8.8Z,UNFI (PG),Temp Price Reduction,2410200000002406LIVE,"202248-202250 - 20221201 - 20221215 - UNFI (PG) - Temp Price Reduction - Trade Promotion - None - Requires Re-Approval - 2406, December Additional TPR for WFM Opportunity Funds",130 - Finished - Evaluated,None,WFM,41135849,2022-12-03,2022-12-31
YES,2023-01-07,2022-10-08,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000002017LIVE,"202302-202313 - 20230101 - 20230331 - DELHAIZE (PG) - Temp Price Reduction - Shopper In trade - None - My Hannaford Rewards, Q1 - 2017, My Hannaford Rewards Q1",130 - Finished - Evaluated,None,Hannaford,41135851,2023-01-03,2023-02-14
YES,2023-03-25,2023-03-04,BEN DRY REG PLN 2LB,ALB - SFWY SOUTHERN (PG),Temp Price Reduction,2410200000002352LIVE,"202308-202309 - 20230212 - 20230304 - ALB - SFWY SOUTHERN (PG) - Temp Price Reduction - Trade Promotion - None - Requires Re-Approval - 2352, Ben's 2lb Dry TPR",130 - Finished - Evaluated,None,ALBSouthern,41136074,2023-01-04,2023-03-14
YES,2025-01-11,2024-12-07,BEN DRY REG PLN 2LB,AHOLD (PG),Temp Price Reduction,2410200000002081LIVE,"202302-202303 - 20230101 - 20230116 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - None - 2081, Ahold cbr 2lb wk 3 promo",130 - Finished - Evaluated,None,GiantFood,41137437,2023-01-20,2023-02-16
YES,2025-01-11,2024-12-07,BEN DRY REG PLN 2LB,AHOLD (PG),Temp Price Reduction,2410200000002081LIVE,"202302-202303 - 20230101 - 20230116 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - None - 2081, Ahold cbr 2lb wk 3 promo",130 - Finished - Evaluated,None,GiantMartins,41137437,2023-01-20,2023-02-16
YES,2025-01-11,2024-12-07,BEN DRY REG PLN 2LB,AHOLD (PG),Temp Price Reduction,2410200000002081LIVE,"202302-202303 - 20230101 - 20230116 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - None - 2081, Ahold cbr 2lb wk 3 promo",130 - Finished - Evaluated,None,StopShop,41137437,2023-01-20,2023-02-16
YES,2022-12-31,2022-12-24,BEN DRY REG PLN 5LB,ALB - SFWY SOUTHERN (PG),Temp Price Reduction,2410200000002351LIVE,"202301 - 20230101 - 20230107 - ALB - SFWY SOUTHERN (PG) - Temp Price Reduction - Trade Promotion - None - BOGO - 2351, Ben's Dry 5lb BOGO",130 - Finished - Evaluated,None,ALBSouthern,41136074,2023-02-03,2023-03-16
YES,2023-09-23,2023-06-24,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000002018LIVE,"202313-202326 - 20230401 - 20230630 - DELHAIZE (PG) - Temp Price Reduction - Shopper In trade - None - My Hannaford Rewards, Q2 - 2018, My Hannaford Rewards Q2",130 - Finished - Evaluated,None,Hannaford,41135851,2023-03-01,2023-06-14
YES,2023-05-27,2023-04-22,BEN RTH 8.5-8.8Z 6CT PLT,SAM'S CLUB (PG),Temp Price Reduction,2410200000002535LIVE,"202318-202323 - 20230501 - 20230604 - SAM'S CLUB (PG) - Temp Price Reduction - Trade Promotion - None - 2535, Sam's Club BENS JASMINE Scan and GO P5 $1.00 Off",130 - Finished - Evaluated,None,Sam,41135871,2023-04-29,2023-06-02
YES,2023-05-13,2023-04-08,SOC RTH 8.5-8.8Z 6CT PLT,SAM'S CLUB (PG),Temp Price Reduction,2410200000002534LIVE,"202318-202323 - 20230501 - 20230604 - SAM'S CLUB (PG) - Temp Price Reduction - Trade Promotion - None - 2534, Sam's Club SOC QBR Scan and GO P5 $3.00 Off",130 - Finished - Evaluated,None,Sam,41135871,2023-05-06,2023-05-26
YES,2023-11-25,2023-08-26,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000002019LIVE,"202326-202339 - 20230701 - 20230930 - DELHAIZE (PG) - Temp Price Reduction - Shopper In trade - None - My Hannaford Rewards - 2019, My Hannaford Rewards Q3",130 - Finished - Evaluated,None,Hannaford,41135851,2023-07-05,2023-09-17
YES,2023-07-08,2023-07-01,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002134LIVE,"202325 - 20230618 - 20230624 - KROGER (PG) - Temp Price Reduction - Trade Promotion - None - Ben's RTH $1.69 HDO, Requires Re-Approval - 2134, Ben's RTH $1.69 HDO",130 - Finished - Evaluated,None,Kroger,41135845,2023-07-05,2023-07-11
YES,2023-07-08,2023-07-01,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002134LIVE,"202325 - 20230618 - 20230624 - KROGER (PG) - Temp Price Reduction - Trade Promotion - None - Ben's RTH $1.69 HDO, Requires Re-Approval - 2134, Ben's RTH $1.69 HDO",130 - Finished - Evaluated,None,KrogerFoodLess,41135845,2023-07-05,2023-07-11
YES,2023-07-08,2023-07-01,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002134LIVE,"202325 - 20230618 - 20230624 - KROGER (PG) - Temp Price Reduction - Trade Promotion - None - Ben's RTH $1.69 HDO, Requires Re-Approval - 2134, Ben's RTH $1.69 HDO",130 - Finished - Evaluated,None,KrogerFredMeyer,41135845,2023-07-05,2023-07-11
YES,2023-07-08,2023-07-01,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002134LIVE,"202325 - 20230618 - 20230624 - KROGER (PG) - Temp Price Reduction - Trade Promotion - None - Ben's RTH $1.69 HDO, Requires Re-Approval - 2134, Ben's RTH $1.69 HDO",130 - Finished - Evaluated,None,KrogerFrys,41135845,2023-07-05,2023-07-11
YES,2023-07-08,2023-07-01,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002134LIVE,"202325 - 20230618 - 20230624 - KROGER (PG) - Temp Price Reduction - Trade Promotion - None - Ben's RTH $1.69 HDO, Requires Re-Approval - 2134, Ben's RTH $1.69 HDO",130 - Finished - Evaluated,None,KrogerKingSoopers,41135845,2023-07-05,2023-07-11
YES,2023-07-08,2023-07-01,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002134LIVE,"202325 - 20230618 - 20230624 - KROGER (PG) - Temp Price Reduction - Trade Promotion - None - Ben's RTH $1.69 HDO, Requires Re-Approval - 2134, Ben's RTH $1.69 HDO",130 - Finished - Evaluated,None,KrogerRalphs,41135845,2023-07-05,2023-07-11
YES,2023-07-08,2023-07-01,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002134LIVE,"202325 - 20230618 - 20230624 - KROGER (PG) - Temp Price Reduction - Trade Promotion - None - Ben's RTH $1.69 HDO, Requires Re-Approval - 2134, Ben's RTH $1.69 HDO",130 - Finished - Evaluated,None,KrogerSmiths,41135845,2023-07-05,2023-07-11
YES,2025-02-01,2024-12-28,BEN RTH 8.5-8.8Z 6CT PLT,SAM'S CLUB (PG),Temp Price Reduction,2410200000002536LIVE,"202333-202339 - 20230814 - 20230924 - SAM'S CLUB (PG) - Temp Price Reduction - Trade Promotion - None - 2536, Sam's Club BENS JASMINE - P9 - ISB $2.00 Off",130 - Finished - Evaluated,None,Sam,41135871,2023-08-26,2023-09-29
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,WALMART (PG),Temp Price Reduction,2410200000002556LIVE,202332-202344 - 20230807 - 20231103 - WALMART (PG) - Temp Price Reduction - Trade Promotion - None - 2556,130 - Finished - Evaluated,None,Walmart,41135872,2023-09-03,2023-09-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000002020LIVE,"202341-202352 - 20231001 - 20231230 - DELHAIZE (PG) - Temp Price Reduction - Shopper In trade - None - My Hannaford Rewards, Q4, Requires Re-Approval - 2020, My Hannaford Rewards Q4",130 - Finished - Evaluated,None,Hannaford,41135851,2023-10-04,2023-10-17
YES,2025-02-01,2024-12-28,BEN RTH 8.5-8.8Z 6CT PLT,BJ'S WHOLESALE CLUB (PG),Temp Price Reduction,2410200000002477LIVE,202342-202346 - 20231020 - 20231116 - BJ'S WHOLESALE CLUB (PG) - Temp Price Reduction - Trade Promotion - None - 2477,130 - Finished - Evaluated,None,BJ,41135818,2023-10-13,2023-11-19
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,TARGET (PG),Temp Price Reduction,2410200000002984LIVE,"202350-202352 - 20231211 - 20231230 - TARGET (PG) - Temp Price Reduction - Shopper In trade - None - 2984, 2024 New Year New You",130 - Finished - Evaluated,None,Target,41135853,2023-12-26,2024-01-27
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,TARGET (PG),Temp Price Reduction,2410200000002973LIVE,"202403-202408 - 20240115 - 20240218 - TARGET (PG) - Temp Price Reduction - Trade Promotion - None - Requires Re-Approval - 2973, 2024 Q1 Circle Program",130 - Finished - Evaluated,None,Target,41135853,2023-12-31,2024-02-03
